record_id,title,content,publication_date
223710,calon pns diminta siapkan uang sebesar rp750.000,"sehubungan dengan telah ditetapkannya surat pengantar calon pegawai negeri sipil tahun anggaran 2019, bersama ini kami sampaikan pada peserta calon pegawai negeri sipil di lingkungan pemerintah provinsi/kota/kabupaten yang akan mengikuti pembekalan dari tanggal 26 dan 27 november 2019.",28-oct-19
223799,"disebut alami kebocoran pipa, pdam bandarmasih nyatakan tidak benar","humas pdam bandarmasih, m. nur wahid: “iya beberapa media sosial yang memposting pipa transfer diameter pe 800 mm bocor itu hoax, tidak benar dan sangat eresahkan semua pelanggan pdam,”.",7-oct-19
223800,kejadian kapal fery makassar ke selayar tenggelam jam 2 siang hari ini,semoga saudara kita diberikan keselamatan kejadian kapal fery makassar ke selayar tenggelam jam 2 siang hari ini,8-oct-19
223930,pentingnya membaca seluruh isi berita bukan hanya judul beritanya,isi artikel pada situs riausky.com tersebut menyatakan keheranan kapolri jenderal (pol) tito karnavian karena tidak ada perkebunan sawit maupun tanaman industri lainnya yang ikut terbakar. bukan karena tidak ada kebakaran lahan dan hutan secara keseluruhan.,18-sep-19
224005,hadiah cek tunai rp.75.000.000 whatsapp,"selamat! kpd anda sebagai. pengguna setia whatsapp. no.whatsapp anda beruntung memenangkan hadiah cek tunai
 sebesar rp.75.000.000,- dari program promo undian pt.whatsapp inc indonesia dengan code pin (2547afr)",2-sep-19
224155,demo di hongkong karena menolak campur tangan fihak negara china komunis,"minggu 09 juni , lebih dari 1 juta warga hongkong melakukan demo menolak kebijakan rezim pemerintahan hongkong saat ini . [ say no to china ]
 mereka menolak campur tangan fihak negara china komunis yang sudah merugikan rakyat hongkong .",31-jul-19
224465,hasil penyadapan mabes polri tentang rencana densus 88 utk melakukan penangkapan perwira tni aktif,*ijin melaporkan hasil penyadapan mabes polri* tentang *rencana densus 88 utk melakukan penangkapan perwira tni aktif*,9-jun-19
224523,sinyal internet untuk di berhentikan di seluruh indonesia,"mohon ijin sekedar info, menginformasikan bahwa sinyal internet untuk di berhentikan di seluruh indonesia mulai pukul 18 00 sampai pukul 20 00.",24-may-19
224735,pesan ajakan konvoi resmi arema,mohon perhatiannya untuk aremania dan aremanita bahwasanya untuk konvoi resmi tanggal 21 hari minggu start balaikota malang jam 11 siang.,22-apr-19
224821,dana haji dipakai oleh pemerintah jokowi untuk membangun infrastruktur,"masihkah sahabat bermain tik-tok sekalipun bukan tuk pamer aurat?
seorang jurnalis muda dari amerika bernama “fira aziz” datang ke negeri bambu (cina) mencari kantor tik-tok, menggali informasi kemanakah keuntungan aplikasi tik-tok mereka salurkan…",8-apr-19
224825,pks ajak dukung poligami melalui website dukungpoligami.com,#pksdukungpoligami. mari ikut mendukung poligami bersama pks. partai keadilan sejahtera berkomitmen untuk melegalkan poligami diseluruh provinsi di indonesia! daftarkan dukungan!,6-apr-19
225066,video kampanye capres 01 bahasa mandarin,"sepertinya ada yang aneh… 
bukan menyudutkan salah satu paslon tapi mimin jadi bingung, kenapa kampanye pake bahasa mandarin, kan ini indonesia bukan di china. apa mungkin supaya tenaga kerja asing mengerti cara mencoblos yang benar?",25-feb-19
225276,pwnu jawa timur siap menangkan prabowo sandi,"wahai saudaraku, saya sekarang berada di depan kantor pwnu jatim. ini membuktilan kalau warga nu jawa timur mendukung pasangan prabowo-sandi,",24-jan-19
226167,"tercyduk di mall, istri sandi langsung kosongkan tas seharga 70 juta","tercyduk di mall, istri sandi langsung kosongkan tas seharga 70 juta, drama pencitraan?…",3-sep-18
226248,perkelahian debt collector vs warga di wiyung surabaya,judul postingan : debt collector vs warga di wiyung surabaya,23-agu-18
226354,pihak keluarga almarhumah siswi smpn 2 semen bantah sa meninggal dalam kondisi telinga berdarah dan hp berantakan di lantai,"diantaranya melalui media whatsapp, siswi berinisial sa tersebut diisukan meninggal dalam kondisi telinga berdarah dan handphone (hp) berantakan di lantai.",06-agu-18
226364,racun vaksin apa yg kalian tebarkan,racun vaksin apa yg kalian tebarkan untuk generasi pembenteng negeri kami,05-agu-18
226659,novotel semarang adalah saksi bisu permainan **** sudirman said & ida fauziyah,novotel semarang adalah saksi bisu permainan,20-jun-18
226671,"seperti kata cak lontong; warga jateng, pilih nomor 2...","seperti kata cak lontong; warga jateng, pilih nomor 2 untuk pilgub jateng 27 juni 2018",14-jun-18
227149,klarifikasi pemerintah provinsi aceh terkait isu penerapan hukuman pancung atau qisas,"kepala bidang bina hukum syariat islam dan hak asasi manusia dinas syariat islam provinsi aceh, syukri m yusuf pun membantah isu tersebut. ia mengatakan, isu tersebut muncul lantaran salah persepsi dari wartawan associated press setelah mewawancarainya. pada wawancara itu, syukri mengatakan, dirinya memang menyinggung wacana hukum pancung. namun, hal itu masih sebatas wacana dan butuh penelitian lebih lanjut. “ini baru wacana. penelitiannya dilakukan tahun ini, jadi kami lihat dulu respons masyarakat baru nanti bisa disimpulkan,” ujarnya.",19-mar-18
227452,video planet nibiru | video of planet nibiru,"sesi facebook live yang sudah selesai tersebut dibuat dengan cara mengulang (loop) video dengan durasi 21 detik menggunakan sumber yang sebelumnya sudah beredar di internet, salah satunya di youtube di tautan ini: https://goo.gl/ebnmbm, mengenai teori konspirasi “planet nibiru”.",25-jan-18
227522,manfaat air hangat ,"“???????
*m a n f a a t*
*air hangat*
( agak panas dikit )
*sekelompok dokter jepang menegaskan bahwa air hangat adalah ?% efektif dalam menyelesaikan beberapa problems kesehatan, termasuk:*
_*sakit kepala, migrain, tekanan darah tinggi, tekanan darah rendah, nyeri sendi, tiba-tiba meningkat dan penurunan detak jantung, epilepsi, meningkatnya tingkat kolesterol, batuk, ketidak nyamanan fisik, sakit golu, asma, hooping batuk......",11-jan-18
228197,garam palsu yang ternyata serpihan kaca,"beredar video dengan narasi :
 info penting !!!!!!!!!!
 
 stop mengkonsumsi garam tersebut karna setelah di cek dilarutkan kedalam air ternyata itu adalah serbuk kaca yang dihaluskan
 
 semoga bermanfaat ya saudara sekalian
 
 saat ss ini dibuat telah dibagikan sebanyak 58k di like sebanyak 2,4k",14-aug-17
228361,"rekomendasi pengacara m. mahendra maskur sinaga, guna antisipasi pelanggaran privasi","buat teman2 sosial media,
 direkomendasi oleh pengacara bpk m. mahendra maskur sinaga, sh.,mh.,mhd (wakabid. advokasi lembaga eksekutif aliansi indonesia badan penelitian aset negara dpd prov. sumut). saya juga setuju utk antisipasi.
 pelanggaran privasi dapat dituntut secara hukum.",28-mar-17
228667,tanggapan polri terkait isu sipil papua bersenjata yang ingin menyatakan perang,"kira-kira kalau mereka agamanya islam akan dicap sebagai apa?
 semoga indonesia tetap utuh tak ter bercerai-berai.",10-jan-17
228759,video beberapa wanita india protes dengan cara bakar jilbab,video beberapa wanita india protes dengan cara bakar jilbab,23-dec-16
228775,: patung brung garuda disertai pancasila dalam tulisan cina,patung brung garuda disertai pancasila dalam tulisan cina,21-dec-16
228908,perlawanan pekerja asing china saat bendera rrc diturunkan tni,upaya penurunan bendera cina atau republik rakyat cina secara paksa oleh aparat tni namun dihalang2i oleh oknum perusahan …mana itu pendukung penista agama yg triak2 makar makar makar itu mana…yg menuduh ummat islam makar itu mana?? inilah makar yang sesungguhnya makar…,27-nov-16
228930,: cuitan di twitter karyawan pt adhi karya terhadap gus mus bijak bersosial media,"@gusmusgusmu dulu gk ada aspal gus di padang pasir, wahyu pertama tentang shalat jumat jga saat rasullullah hijrah ke madinah. bid’ah ndasmu!",24-nov-16
228993,panglima tni akan diganti,presiden akan segera mengganti panglima tni,9-nov-16
229053,: satpol pp pasang spanduk untuk kampanye ahok - djarot,"baru juga diumumkan 18 september 2016… belum resmi daftar dan jadwal kampanye, sudah langgar aturan. sejak kapan satpol pp malah pasang spanduk kampanye?? biasanya satpol pp itu tugasnya tertibkan dan turunkan spanduk kampanye/iklan yang langgar aturan keindahan kota. mana bawaslu/panaslu apa sudah disuap ahok?”",21-sep-16
229469,pdip beri surat rekomendasi untuk fachrori-safrial,rekom pdip buat jambi,16-aug-20
229679,foto tenaga medis merangkai kata bacot!,bacot!,29-jul-20
229733,"inilah kebijakan yg merusak dan menjerumuskan generasi penerus bangsa,...menjauhkan nilai agama","inilah kebijakan yg merusak dan menjerumuskan generasi penerus bangsa,…menjauhkan nilai agama",26-jul-20
229779,foto pupuk cendana memang jamian mutu,pupuk cendana memang jamian mutu cocok untuk tanaman dr arab,22-jul-20
230080,surat panggilan wawancara kerja oleh pt angkasa pura ii juni 2020,"berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja saudara yang kamu terima, dengan ini kami sampaikan bahwa berkas lamaran saudara memenuhi persyaratan yang ditetapkan, sehingga saudara dapat mengikuti tes seleksi calon karyawan pt angkasa pura ii (persero) untuk dapat mengikuti seleksi ini saudara di wajibkan membawa ktp / sim (kartu identitas diri asli) erta surat panggilan tes yang sudah di kirim via e-maol ke masing-masing peserta (surat mohon di print)",22-jun-20
230246,pasien covid-19 di cimahi kabur dari rumah sakit,"jika ada orang ini berkeliaran di daerah anda, bahwa ibu positif covid-19 yg telah kabur dr rs di daerah cimahi, bilih ngontrak tong di tampi dia orang pojok. waspada info terpercaya no hoaks, sebarkan",2-jun-20
230636,video 150 pemuda dan wanita di selandia baru yang baru masuk islam,"masya allah, ya allah alhamdulillah 150 pemuda dan wanita di selandia baru yang baru masuk islam bergetar dan menangis mendengar suara panggilan berdoa dan doa semoga allah membimbing saudaraku yang baru masuk islam di selandia baru amiin…",27-apr-20
230824,"modus menghabisi ustadz, disuntik covid-19 sampai mati","ustadz yg sehat bisa saja divonis pdp, dimasukkan rs, disuntik covid-19 sampai mati, dikantongi plastik langsung dikubur oleh rs. tidak ada yang bisa protes.",6-apr-20
230865,enam penumpang kapal di pelabuhan samudera terduga positif corona,"info sementara pelabuhan samudera, kapal dari sulawesi, 6 orang yang terduga positif corona dan seluruh penumpang diamankan dan langsung disterilisasi. bahaya, sebagian penumpang ada yang sudah turun. #bukanhoax",2-apr-20
232256,biaya tilang baru di indonesia,"biaya tilang terbaru di indonesia: kapolri baru mantap
 1. tidak ada stnk
 rp. 50,000
 2. tdk bawa sim
 rp. 25,000",25-aug-19
232565,ini gunung dieng salatiga,lihat baik2..ini bukan gn.fuji.di jepang…bukan juga pegunungan alpen di eropa…tapi ini gn.dieng salatiga…indonesia..suhu -9°c.,29-jun-19
233258,pemusnahan babi massal di thailand,"viral di media sosial :
pemusnahan babi massal di thailand. …",26-feb-19
234018,surat wakalah infra struktur dana haji,"surat wakalah infra struktur dana haji..

“ada yg harus ditanda tangani lagi pak”kata cs bank tempat saya mendaftarkan jamaah haji itu..
“apa mbak..? ”
“surat wakalah bahwa jamaah haji merelakan uang hajinya untuk dipakai dana infra struktur”…",21-oct-18
234115,rekening gendut jokowi di luar negeri tidak dilaporkan,tidak ada satu pun rekening di luar negeri atas nama jokowi,07-okt-18
234540,pernyataan sikap netral universitas indonesia,ui mengingatkan dan mengimbau segenap sivitas akademika dan warga ui termasuk para alumni ui untuk menyampaikan hak konstitusionalnya atas nama pribadi dan tidak menggunakan nama besar institusi ui.,07-agu-18
234578,pesta gay di season city jakarta barat,season city jakarta barat,03-agu-18
234590,"begal di jembatan sambaliung, berau, kalimantan timur",kejadian tepat pukul 01.35 yg berlokasikan di jembatan sambaliung berau-kaltim,31-jul-18
234803,klarifikasi kenapa sholat di tempat ibadah agama lain? apakah dalam keadaan darurat?,min tolong ini dicek min apa benar ini aliran sesat islam nusantara???,27-jun-18
235026,pelayanan sim libur selama 2 minggu,"tolong disebarkan ..
 bagi yang punya sim dgn masa berlaku juni 2018, sebaiknya segera ajukan perpanjangan sekarang karena mulai tgl 11 juni 2018 layanan perpanjangan sim akan ditutup selama 2 minggu. kalau sim terlanjur mati harus bikin baru lagi ya…
 biasanya lebaran libur panjang.
 coba dicek sim nya sampe tgl berapa.
 kalo sekitar liburan mendingan diperpanjang sebelum 11 juni.
 catatan : lewat waktu 1 hari harus bikin sim baru",9-may-18
235316,"mengandung cacing, bpom kepri tarik 3 merek sarden dari peredaran","“setelah isu ini berkembang kuat, kami diperintahkan untuk menarik 
produk sarden kaleng dari peredaran. ada 3 merek yang kita tarik. 
penarikan sudah mulai dilakukan hari ini,” ujar kepala bpom kepri, yosef
 dwi irwan.",21-mar-18
235330,klarifikasi gedung dpr tidak terjadi kebakaran,"hal yang sebenarnya terjadi, menurut damayanti, yakni terjadi malfungsi dari alat pemadam api ringan (apar). “tidak ada kebakaran, namun malfungsi dari apar yang berupa aerosol tiba-tiba bekerja tanpa ada kebakaran,” ujarnya.",20-mar-18
235355,"polda metro ungkap komplotan skimming nasabah via atm, modusnya?","polda metro ungkap komplotan skimming nasabah via atm, modusnya?",16-mar-18
235441,cacing hidup di produk ikan supermarket |  live worms in supermarkets fish product,omg check this out🤤🤤🤤🤤,3-mar-18
235455,ketum mui: jangan gunakan nama muslim untuk sebar hoax,ketum mui: jangan gunakan nama “muslim” untuk sebar hoax,28-feb-18
235465,razia stnk pada tanggal 28 februari 2018,"razia stnk
 dimulai besok pagi
 28/02/2018
 ‎pemda, dishub
 kerja sama dengan polri,
 akan menggelar razia pajak stnk
 mobil & motor
 di seluruh kabupaten,
 di seluruh kotamadya,
 di seluruh propinsi,
 di indonesia [...]
 bagi kendaraan yang telat bayar pajak.
 ‎lengkapi surat2 kendaraan anda,
 mhn ditertibkan atribut2 tni/polri yg terpasang di kendaraan anda….",27-feb-18
235494,balada cinta segi tiga ahok veronica: ahok lemah syahwat,"balada cinta segi tiga ahok ..”‘
 ≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠≠
 veronica : ahok lemah syahwat",23-feb-18
235550,pesan berantai catut kepolisian soal nama-nama kiai yang menjadi sasaran pki,"“itu hoax, kita akan selidiki siapa yang menyebarkan informasi tersebut. kami tegaskan polsek cisaat tidak pernah mempublikasikan atau membuat data-data semacam itu, ini meresahkan,” kata budi saat dimintai konfirmasi detikcom di mapolsek cisaat, kota sukabumi, jawa barat, selasa (13/2/2018).",13-feb-18
235567,"bukankah zakat itu satu tahun sekali , jadi kalau bulanan itu namanya zakat apa?","menag siapkan perpres untuk tarik zakat 2,5% bagi pns muslim
 bukankah zakat itu satu tahun sekali (haul), jadi kalau bulanan itu namanya zakat apa???
 jumhur ulama berpendapat bahwa didalam zakat harta mustafad diwajibkan adanya haul berdasarkan apa yang diriwayatkan oleh ibnu majah dari aisyah ia berkata, “aku mendengar rasulullah saw bersabda: “tidak ada zakat harta hingga mencapai haul. ”
 wallahu’alam!",7-feb-18
235586,beredar isu perihal kartu kuning yang dikeluarkan zaadit taqwa merupakan pesanan fz dan fh,beredar isu perihal kartu kuning yang dikeluarkan zaadit taqwa merupakan pesanan fz dan fh,4-feb-18
235741,mulai besok dan seterusnya ada peraturan komunikasi baru,"info terkini:
￼mulai besok dan seterusnya ada peraturan komunikasi baru.
setelah dilantiknya badan siber & sandi nasional (bssn) , 02 januari 2018 , oleh bpk jokowi , presiden nkri ……
?semua panggilan dicatat
?semua rekaman panggilan telepon tersimpan
?whatsapp dipantau
?twitter dipantau
?facebook dipantau
?semua media sosial dan forum dimonitor
?informasikan kepada mereka yang tidak tahu.
?perangkat anda terhubung ke sistem pelayanan..... ",5-jan-18
236173,video tabung gas meledak karena digoyang-goyangkan,video tabung gas meledak karena digoyang-goyangkan,23-oct-17
236265,: kemensetneg perintahkan pengibaran bendera setengah tiang selama dua hari,kemensetneg perintahkan pengibaran bendera setengah tiang selama dua hari,30-sep-17
236345,balita rohingya menyusu pada jasad ibunya,balita rohingya menyusu pada jasad ibunya,8-sep-17
236680,pengurus masjid al-waqfiyah salemba jakarta tak layani doa dan solat untuk kematian warga yang mendukung kafir,"alhamdulillah…kel.pekojan,jati padang dan salemba bluntas tlh mengikrarkan….mudah2an yg lain mengikuti….dr hal yg kecil…aamiin…aamiin..
 .aamiin yaa qabul…",19-feb-17
237187,peluru gas airmata diujicobakan kepada peserta aksi 4 november 2016,efek gas air mata yang dipakai polisi saat mengamankan demo damai adalah type yang sangat mematikan. efeknya adalah (safety concerns) serious eye injuries and one death due to cardiac arrest!!! jadi yang dikatakan habib rizieq adalah benar bahwa ini adalah pembantaian massal oleh pemerintah.(ingat 1 ulama meninggal dibilang karena asma yg benar adalah efek gas air mata death due to cardiac arrest ) efek gas air mata dari perusahaan asal france ini sangat mematikan (efek terkena bisa mati ditempat) !!!,7-nov-16
237657,boneka asli annabelle melarikan diri museum warren,"the real annabelle doll just escaped from the warren’s museum. that’s it, 2020 is over.",16-aug-20
237746,foto cekungan pada bekas lokasi ledakan di beirut kemarin maka fix ini adalah c4,dari berbagai macam banyaknya foto foto kejadian ledakan di beirut kemarin akhirnya aku dapatkan juga satu foto yang menurut ilmu investigasi ku paling penting (dalam hal investigasi ledakan).,8-aug-20
237942,"flyer perjalanan anda terganggu, agar menyiapkan surat keterangan hasil rapid tes",sejak tanggal 1 agustus 2020 mohon maaf perjalanan anda terganggu kurang lebih 1 km kedepan ada pemeriksaan surat keterangan kesehatan bagi para pendatang atau pelintas di kabupaten kotawaringin barat agar menyiapkan surat keterangan hasil rapid tes dengan hasil non reaktif,24-jul-20
238106,indonesian foreign minister #retnomarsudi says her government is overwhelmed by the #ulmwp leadership,indonesian foreign minister #retnomarsudi says her government is “overwhelmed” by the #ulmwp leadership of #westpapuans who have made #westpapua a “global phenomenon,9-jul-20
238193,"jabatan presiden di perpanjang, pilpres masih lama tahun 2026","jabatan presiden di perpanjang,,,, pilpres masih lama tahun 2026, pasukan sakit hati kelamaan menderita",2-jul-20
238547,majalah italia tahun 1962 menggambarkan yang akan terjadi pada 2022,sebuah majalah italia sudah menggambarkan akan adanya keharusan untuk melalukan physical distancing dan penggunaan pelindung tubuh. mungkin karena saat itu tahun 1962 sehingga keadaan yang digambarkan akan terjadi adalah nanti pada tahun 2022,19-may-20
238570,pesan berantai ganjar pranowo bolehkan warga jawa tengah salat idul fitri,"semarang, kompas tv – gubernur jawa tengah, memperbolehkan warga jawa tengah melaksanakan salat idul fitri atau ied berjamaah di masjid / lapangan pada ahad (24/5/2020) nanti. namun demikian ada beberapa syarat yang harus dipenuhi oleh warga ketika menunaikan salat sunat tersebut. syarat tersebut sesuai protokol kesehatan.",18-may-20
238694,kartu yang dijanjikan wapres maruf saat debat cawapres belum terealisasi,"segarkan kembali memori kita. melawan lupa,hukumnya apa seorang kyai menjanjikan sesuatu pada masyarakat tapi tidak di tepati,.? pepatah jawa’sumbu ketemu tutup’tukang ngibul ketemu tukang jual fatwa,apa pemirsa ada yang tau mbah yai sekarang ada di mana saat rakyat susah seperti ini menanti kartu’ ajaib’ yang serba gratis di janjikan mbah yai,",7-may-20
239086,"penganut islam kristen, yahudi dan buddha hadir di selandia baru mengalunkan asmaul husna dan kalimat tauhid untuk menghadapi wabah corona",pertama kali dalam sejarah dunia…para pemuzik dan penyanyi dari kalangan penganut agama islam..kristian…yahudi dan budha…hadhir bersama-sama di new zealand…mengalunkan asmaul husna (99 nama allah) dan kalimat tauhid: ‘laa ilaaha illalloh’ dalam bahasa arab…khusus dalam menghadapi wabah cv 19 ….terlalu banyak hikmah berlakunya wabah cv 19 sekarang ini…saksikan hingga selesai,31-mar-20
239438,video apa salah muslimah apakah kerana mereka islam!,"apa slh mereka” (di post).
 
 –
 
 * “apa salah muslimah
 
 apakah kerana mereka islam!” (di dalam video).",20-feb-20
240215,"dapat suara terbanyak menjadi ketua dpr, puan berjanji akan mensejahterakan partai","dapat suara terbanyak menjadi ketua dpr, puan berjanji akan mensejahterakan partai",1-oct-19
240367,ratik tagak,"dalam video itu bukan sedang melaksanakan salat, melainkan sebuah gerakan di luar salat dan saat seluruh kegiatan tarawih, zikir, dan doa selesai dilaksanakan. gerakan itu disebut ‘ratik tagak’.",6-sep-19
240382,pedang jepang yang bernama samurai,"pasti tahu donk pedang jepang yang bernama samurai? nah, ternyata ada jenis pedang lain yang bernama katana loh. yuk intip proses pembuatan nya supaya kita semakin pintar",4-sep-19
241199,video pemukulan pelaku terorisme yang menyerang masjid christchurch selandia baru di penjara,sambutan para tahanan saat kedatangan penembak umat muslim di masjid new zealand..,10-apr-19
241392,narkoba dari china melalui tiang pancang proyek infrastruktur,"anda percaya tidak terlibat orang penting diindonesia?

omong kosong bila ini bukan diimpor bagian dari politik neo pki…",9-mar-19
241745,ayo diralat lagi kebijakannya,"kejadian kan…
ayo diralat lagi kebijakannya…!!!
daripada berabe ke depannya…",12-jan-19
241763,terjadi aksi  bunuh diri di kawasan sukoharjo,"baru terjadi di solo,depan mall hartono.daerah ruko soba solo.laki2 dan perempuan bunuh diri",9-jan-19
242662,ustaz abdul somad menjadi juru kampanye prabowo-sandi,daftar nama tim / juru kampanye nasional & daerah prabowo-sandi,19-agu-18
242995,server kpu jawa barat down diserang secara masive,server kpu jawa barat down diserang secara masive oleh hacker sampai overload..,28-jun-18
243104,: video orang yang telah di makamkan selama 4 hari kembali hidup,"di km 7 banjarmasin. kalsel… seseorang yg telah meninggal dan sudah 
 dimakamkan selama 4 hari menangis di dalam kubur. warga sekitar yg 
 mendengar tangisan itu penasaran. dan ahirnya memberitahukan kepada 
 pihak keluarga. kemudian makam itu dibongkar lagi. kejadian luar biasa 
 terjadi. ternyata orang itu hidup kembali…!!! allah menunjukkan 
 kekuasaan-nya bahwa tidak ada yg tidak mungkin apabila allah sudah 
 berkehendak. subhanallah. subhanallah. subhanallah.. . silakan saksikan 
 sendiri tanpa rekayasa…!!!
 setelah dia normal kesehatannya, dia menangis tuk memohon kpd seluruh
  umat terutama saudara-saudaranya, agar jgn melalaikan sholat, banyak 
 mengingat allah, banyak berbuat kebaikan karena waktu dikubur 
 benar-benar sudah dipertanggung jawabkan,(kalian jgn menyesal kelak, 
 kalian jgn sampai menyesal kelak) itu ucapan dia berulang-ulang. 
 subhanallah.",31-may-18
243185,polisi mengklarifikasi bahwa tidak ada bom di pasuruan,"tidak ada ledakan bom, dan semoga tidak ada bom di sini,",14-may-18
243218,proyek meikarta diberhentikan,"valid kan?
 [8/5 17.54] irwanpetr: btw info guys…. kontraktor meikarta sudah stop kerjaan meikarta …. china constructionnya mau cabut dr meikarta …. di dlm group lippo sendiri lg kacau balau rebutan harta … mochtar riady udah sakit2an….
 krn uang penjualan meikarta yang diterima lippo dari pembeli tidak disetorkan oleh lippo kepada investor china karena adanya dispute biaya iklan yang mau di potongkan oleh lippo kepada investor china sebesar rp 2 t sehingga proyek mangkrak, demikian juga total persada menghentikan pekerjanya. akhirnya investor china dan terutama konsumen akan menjadi korban.
 saham meikarta dari rp 8000 an jadi cuma rp 1600 an , bisa bangkrut yang beli saham nya, gila ini.",9-may-18
243325,pks luruskan hoax kader komentar kartini pemuas seks belanda,"dpp pks sudah menerima informasi tersebut. pks menegaskan hal itu hoax. kader pks tidak berkomentar menghina kartini. “ya, hoax. foto kader pks aceh timur dibajak. sedang diinvestigasi oleh teman-teman di aceh,” ujar wakil sekjen pks abdul hakim saat dimintai konfirmasi, senin (23/4/2018).",24-apr-18
243333,polisi melarang produksi dan penjualan kaos #2019gantipresiden,"“tidak pernah, tidak pernah. hoax kali itu,” kata kadiv humas mabes polri irjen setyo wasisto, menjawab indopos, senin (23/4)",24-apr-18
243362,astaga ini sholat kok jadi begini,“astaga ini sholat kok jadi begini”,19-apr-18
243458,klarifikasi mahfud md terkait tuduhan ratna sarumpaet terhadapnya,"prof mahfud md mengklarifikasi tuduhan ratna sarumpaet yang menyebut bahwa dirinya adalah aktor penyebar hoax dengan istilah “war on hoax”. tuduhan tersebut dilontarkan ratna perihal statement prabowo yang menyebutkan bahwa pada tahun 2030 indonesia akan bubar berdasarkan literatur buku salah satu novel fiksi berjudul ghost fleet. hal tersebut pun dibantah oleh mahfud dan menjabarkan data dari study mckinsey, bahwa pada 2030 mendatang indonesia akan masuk 7 besar kekuatan ekonomi dunia.",30-mar-18
243466,foto dian sastro yang sudah disunting,"foto tersebut adalah hasil suntingan dari foto yang sudah beredar sebelumnya, salah satu sumbernya adalah di https://goo.gl/uxasp7",29-mar-18
243507,brookings institution: percakapan dengan joko widodo presiden indonesia,"sangking viralnya ini tulisan mau diblokir facebook
 
 admin maret 18, 2018 berita utama
 
 ini tentang seorang pemimpin negara. di luar negeri. lelaki yang dengan cepat menduduki satu jabatan ke jabatan yang lebih tinggi. mulai dari walikota, lalu gubernur, kemudian presiden.
 [...]",21-mar-18
243525,"diduga stres setelah cerai dengan istrinya, suyatno bacok 2 orang","kepala polres kendal akbp adiwijaya menjelaskan, peristiwa tersebut murni penganiayaan. pelaku nekat melakukan perbuatan itu diduga karena stres setelah bercerai dengan istrinya.",19-mar-18
243965,mudah-mudahan masih banyak rakyat lugu yang masih bisa ditipu melalui pencitraan yang selama ini jadi andalan,"cara gampang dapat uang
memang cara gampang untuk mendapatkan uang adalah dengan ngutang atau jual barang. kalau utang sudah banyak dilakukan maka tinggal jual barang sebagai jurus andalan..... ",1-jan-18
244186,indonesia ditinggalkan oleh saudara2 negara muslim dunia,"*”innailaihi wainnailaihi rooji’uun… kita ditinggalkan oleh saudara2 negara muslim dunia…*
*arab saudi bentuk 34-negara aliansi strategis militer islam sunni, tanpa iran dan indonesia.*
*karena indonesia saat ini dianggap merapat ke komunis china dengan semua strategi bisnis dan politik ala komunis china serta syiah iran dengan strategi politik agama syiah yg menjadi musuh islam dari ke 34 negara islam saat ini.*
*…dan akhirnya negara indonesia dengan penduduk islam terbesar di dunia yang dibangga-banggakan saat ini sudah tidak dianggap oleh umat dunia islam saat ini….
*innalillaahi wa inna ilaihi rojiun…*
34 negara anggota aliansi militer islam yang dipimpin oleh arab saudi tanpa indonesia dan iran”.",21-nov-17
244356,jokowi bukan seorang insinyur,"fakta jokowi bukan seorang insinyur.
 
 coba tunjukkan kepada kita 1 (satu) orang saja teman seangkatan jokowi saat diwisuda! coba tunjukkan kepada kita 10 (sepuluh) orang teman seangkatan jokowi?
 
 jokowi bukan alumnus ugm",24-oct-17
244559,lowongan kerja pt pupuk sriwidjaja,"beredar sebuah info mengenai lowongan kerja pt pupuk sriwidjaja berikut isi info lowongan kerja berikut
 
 pt pupuk sriwidjaja palembang
 
 membuka kesempatan kerja
 
 kepada putra-putri indonesia
 
 ....",29-aug-17
244817,putri raja salman yang cantik,"putri raja salman yang cantik
 entah nanti kalau putri raja arab ini ikut ke indonesia mengenakan hijab atau tidak? kalau nekat tidak mengenakan hijab apa habib rizieq mau menjemputnya?
 cuma nanya doang.
 salam dung dung pret!",27-feb-17
244844,masjid istiqlal digembok untuk menghalau peserta aksi 212 jilid 2,"massa 212 sudah datang ke istiqlal, tapi istiqlal di gembok",21-feb-17
245046,: bri melecehkan sunnah islam,bri melecehkan sunnah islam,17-jan-17
245127,"rakyat miskin nekat jual emas rekannya untuk bayar tempat tinggalnya di tahan tanpa belas kasihan, pemerintah mencuri uang rakyat di lindungi hukum pun bungkam.!!!","#sebarkan
 rakyat miskin nekat jual emas rekannya untuk bayar tempat tinggalnya di tahan tanpa belas kasihan, pemerintah mencuri uang rakyat di lindungi hukum pun bungkam.!!!
 karena himpitan ekonomi alasan rismaya jual emas waris, bayinya turut masuk penjara",29-dec-16
245380,kominfo menginisiasi system big data cyber security,"yth. rekan-rekan semua. menginformasikan & mengingatkan kepada teman-teman agar tidak lupa bahwa system big data cyber security (bdcs) indonesia sdh terpasang, menyusul rencana wantanas ri (dewan pertahanan nasional) yg akan mengambil semua informasi melalui internet di indonesia",7-nov-16
245533,ridwan kamil dicaci maki oleh berbagai pihak,"pendapatnya bahwa “jokowi sosok ideal pemimpin masa kini” (dalam ungkapannya tersebut, ridwan kamil dituduh mengatakan bahwa kita tidak lagi memerlukan teladan figur nabi)",29-may-16
